month,fy,product_id,product_name,category,warehouse,opening_stock,stock_received,stock_sold,damaged_in_transit,closing_stock,transit_damage_pct,stockout_days,reorder_triggered,supplier_lead_days,po_raised,cost_of_goods_inr,holding_cost_inr,is_peak_month
Jul-2024,FY25,PL005,Golden Pothos,Live Plants,Mumbai Hub,251,1179,788,47,595,5.96,0,No,9,No,47280,535,No
Jul-2024,FY25,PL006,ZZ Plant,Live Plants,Talegaon Main (Pune),500,647,661,30,456,4.54,0,No,12,No,105760,1094,No
Jul-2024,FY25,PL007,Spider Plant,Live Plants,Talegaon Main (Pune),1511,728,845,77,1317,9.11,0,No,7,No,63375,1481,No
Jul-2024,FY25,PL008,Money Plant (Epipremnum),Live Plants,Talegaon Main (Pune),476,289,366,14,385,3.83,0,No,10,No,18300,288,No
Jul-2024,FY25,PL009,Rubber Plant,Live Plants,Bengaluru Hub,649,951,869,55,676,6.33,0,No,12,No,156420,1825,No
Jul-2024,FY25,PL010,Aglaonema Red,Live Plants,Talegaon Main (Pune),1516,744,424,19,1817,4.48,0,No,6,No,89040,5723,No
Jul-2024,FY25,PL011,Rose – Red (Grafted),Live Plants,Delhi Hub,2194,619,92,6,2715,6.52,0,No,11,No,11960,5294,No
Jul-2024,FY25,PL012,Hibiscus – Pink,Live Plants,Mumbai Hub,2128,471,277,21,2301,7.58,0,No,5,No,30470,3796,No
Jul-2024,FY25,PL013,Bougainvillea,Live Plants,Delhi Hub,396,711,387,15,705,3.88,0,No,13,No,44505,1216,No
Jul-2024,FY25,PL014,Ixora,Live Plants,Hyderabad Spoke,1284,594,309,11,1558,3.56,0,No,6,No,26265,1986,No
Jul-2024,FY25,PL015,Marigold Seedling,Live Plants,Bengaluru Hub,647,884,505,27,999,5.35,0,No,7,No,20200,599,No
Jul-2024,FY25,PL016,Aloe Vera,Live Plants,Mumbai Hub,2023,264,232,18,2037,7.76,0,No,11,No,18560,2444,No
Jul-2024,FY25,PL017,Cactus Mix (3 pack),Live Plants,Delhi Hub,461,188,487,25,137,5.13,0,No,6,No,31655,133,No
Jul-2024,FY25,PL018,Echeveria Set of 3,Live Plants,Delhi Hub,569,1083,698,39,915,5.59,0,No,14,No,66310,1303,No
Jul-2024,FY25,PL019,Areca Palm,Live Plants,Hyderabad Spoke,1168,1130,125,8,2165,6.4,0,No,8,No,31250,8118,No
Jul-2024,FY25,PL020,Bamboo Palm,Live Plants,Hyderabad Spoke,1536,285,785,62,974,7.9,0,No,10,No,211950,3944,No
Jul-2024,FY25,SD001,Cherry Tomato Seeds,Seeds,Talegaon Main (Pune),1638,721,497,3,1859,0.6,0,No,13,No,8946,501,No
Jul-2024,FY25,SD002,Spinach Seeds (50g),Seeds,Hyderabad Spoke,1282,573,632,3,1220,0.47,0,No,9,No,8848,256,No
Jul-2024,FY25,SD003,Coriander Seeds (50g),Seeds,Delhi Hub,1507,824,314,4,2013,1.27,0,No,9,No,3768,362,No
Jul-2024,FY25,SD004,Chilli Hybrid Seeds,Seeds,Mumbai Hub,1767,1008,695,3,2077,0.43,0,No,7,No,15290,685,No
Jul-2024,FY25,SD005,Marigold Seeds,Seeds,Talegaon Main (Pune),2022,350,450,1,1921,0.22,0,No,3,No,7200,461,No
Jul-2024,FY25,SD006,Sunflower Seeds,Seeds,Talegaon Main (Pune),2037,1032,245,4,2820,1.63,0,No,14,No,4900,846,No
Jul-2024,FY25,SD007,Petunia Seeds,Seeds,Bengaluru Hub,1478,217,495,2,1198,0.4,0,No,4,No,13860,503,No
Jul-2024,FY25,SD008,Methi Seeds (100g),Seeds,Mumbai Hub,2407,270,703,1,1973,0.14,0,No,3,No,7030,295,No
Jul-2024,FY25,SD009,Basil Seeds,Seeds,Talegaon Main (Pune),2169,1039,163,4,3041,2.45,0,No,3,No,2445,684,No
Jul-2024,FY25,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Delhi Hub,1041,178,201,0,1018,0.0,0,No,3,No,21105,1603,No
Jul-2024,FY25,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Bengaluru Hub,1859,103,120,3,1839,2.5,0,No,10,No,16200,3723,No
Jul-2024,FY25,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Delhi Hub,1206,391,721,2,874,0.28,0,No,9,No,151410,2753,No
Jul-2024,FY25,PT004,Classic Terracotta 6in,Pots & Planters,Delhi Hub,862,248,848,2,260,0.24,0,No,11,No,59360,273,No
Jul-2024,FY25,PT005,Self-Watering Pot 7in,Pots & Planters,Hyderabad Spoke,945,682,136,3,1488,2.21,0,No,10,No,32640,5356,No
Jul-2024,FY25,PT006,Hanging Basket Planter,Pots & Planters,Bengaluru Hub,210,338,538,4,6,0.74,4,Yes,9,Yes,88770,14,No
Jul-2024,FY25,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Mumbai Hub,217,791,343,4,661,1.17,0,No,4,No,133770,3866,No
Jul-2024,FY25,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Bengaluru Hub,2141,1086,466,4,2757,0.86,0,No,10,No,37280,3308,No
Jul-2024,FY25,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Hyderabad Spoke,852,862,860,2,852,0.23,0,No,9,No,81700,1214,No
Jul-2024,FY25,FR002,Organic Vermicompost (2kg),Fertilisers,Delhi Hub,1457,733,346,2,1842,0.58,0,No,8,No,38060,3039,No
Jul-2024,FY25,FR003,Seaweed Liquid Fertiliser,Fertilisers,Talegaon Main (Pune),1967,812,734,1,2044,0.14,0,No,5,No,58720,2452,No
Jul-2024,FY25,FR004,Bone Meal Fertiliser (500g),Fertilisers,Delhi Hub,1065,331,653,3,740,0.46,0,No,11,No,65300,1110,No
Jul-2024,FY25,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Delhi Hub,1587,1154,231,1,2509,0.43,0,No,14,No,16170,2634,No
Jul-2024,FY25,TL001,Garden Pruner – Stainless,Tools,Delhi Hub,1636,114,775,0,975,0.0,0,No,13,No,112375,2120,No
Jul-2024,FY25,TL002,Watering Can 2L,Tools,Delhi Hub,1340,375,821,3,891,0.37,0,No,10,No,77995,1269,No
Jul-2024,FY25,TL003,Premium Potting Mix 5kg,Tools,Hyderabad Spoke,1983,813,477,4,2315,0.84,0,No,4,No,62010,4514,No
Jul-2024,FY25,TL004,Pebbles Decorative 500g,Tools,Bengaluru Hub,2225,1107,223,4,3105,1.79,0,No,13,No,12265,2561,No
Jul-2024,FY25,TL005,Moisture Meter,Tools,Mumbai Hub,1780,833,147,2,2464,1.36,0,No,6,No,29400,7392,No
Jul-2024,FY25,GF001,Green Starter Kit,Gifting,Hyderabad Spoke,1095,427,255,3,1264,1.18,0,No,11,No,94350,7015,No
Jul-2024,FY25,GF002,Plant Parent Gift Box,Gifting,Bengaluru Hub,366,607,837,3,133,0.36,0,No,13,No,552420,1316,No
Jul-2024,FY25,GF003,Festive Diwali Plant Hamper,Gifting,Talegaon Main (Pune),1804,536,157,3,2180,1.91,0,No,9,No,172700,35970,No
Jul-2024,FY25,GF004,Corporate Desk Plant Set,Gifting,Talegaon Main (Pune),1419,717,519,2,1615,0.39,0,No,8,No,280260,13081,No
Jul-2024,FY25,GF005,Anniversary Succulent Box,Gifting,Mumbai Hub,494,494,833,2,153,0.24,0,No,3,No,358190,986,No
Aug-2024,FY25,PL001,Monstera Deliciosa,Live Plants,Bengaluru Hub,986,479,889,53,523,5.96,0,No,3,No,124460,1098,No
Aug-2024,FY25,PL002,Peace Lily,Live Plants,Talegaon Main (Pune),2156,1066,772,26,2424,3.37,0,No,13,No,69480,3272,No
Aug-2024,FY25,PL003,Snake Plant (Sansevieria),Live Plants,Hyderabad Spoke,2036,142,422,35,1721,8.29,0,No,10,No,42200,2581,No
Aug-2024,FY25,PL004,Fiddle Leaf Fig,Live Plants,Hyderabad Spoke,1963,761,378,30,2316,7.94,0,No,8,No,113400,10422,No
Aug-2024,FY25,PL005,Golden Pothos,Live Plants,Hyderabad Spoke,1090,134,865,29,330,3.35,0,No,11,No,51900,297,No
Aug-2024,FY25,PL006,ZZ Plant,Live Plants,Talegaon Main (Pune),1374,705,161,15,1903,9.32,0,No,10,No,25760,4567,No
Aug-2024,FY25,PL007,Spider Plant,Live Plants,Hyderabad Spoke,1849,1172,756,25,2240,3.31,0,No,13,No,56700,2520,No
Aug-2024,FY25,PL008,Money Plant (Epipremnum),Live Plants,Bengaluru Hub,1732,830,821,39,1702,4.75,0,No,3,No,41050,1276,No
Aug-2024,FY25,PL009,Rubber Plant,Live Plants,Hyderabad Spoke,573,617,441,15,734,3.4,0,No,6,No,79380,1981,No
Aug-2024,FY25,PL010,Aglaonema Red,Live Plants,Delhi Hub,2227,1115,811,30,2501,3.7,0,No,9,No,170310,7878,No
Aug-2024,FY25,PL011,Rose – Red (Grafted),Live Plants,Mumbai Hub,1700,582,721,64,1497,8.88,0,No,11,No,93730,2919,No
Aug-2024,FY25,PL012,Hibiscus – Pink,Live Plants,Bengaluru Hub,1248,900,545,32,1571,5.87,0,No,11,No,59950,2592,No
Aug-2024,FY25,PL013,Bougainvillea,Live Plants,Delhi Hub,714,997,506,16,1189,3.16,0,No,7,No,58190,2051,No
Aug-2024,FY25,PL014,Ixora,Live Plants,Hyderabad Spoke,1991,369,403,30,1927,7.44,0,No,5,No,34255,2456,No
Aug-2024,FY25,PL015,Marigold Seedling,Live Plants,Talegaon Main (Pune),2244,241,419,32,2034,7.64,0,No,13,No,16760,1220,No
Aug-2024,FY25,PL016,Aloe Vera,Live Plants,Bengaluru Hub,1437,475,433,43,1436,9.93,0,No,10,No,34640,1723,No
Aug-2024,FY25,PL017,Cactus Mix (3 pack),Live Plants,Talegaon Main (Pune),2289,383,730,62,1880,8.49,0,No,14,No,47450,1833,No
Aug-2024,FY25,PL018,Echeveria Set of 3,Live Plants,Hyderabad Spoke,2087,372,648,21,1790,3.24,0,No,7,No,61560,2550,No
Aug-2024,FY25,PL019,Areca Palm,Live Plants,Delhi Hub,2159,320,397,13,2069,3.27,0,No,5,No,99250,7758,No
Aug-2024,FY25,PL020,Bamboo Palm,Live Plants,Mumbai Hub,1017,525,299,15,1228,5.02,0,No,14,No,80730,4973,No
Aug-2024,FY25,SD001,Cherry Tomato Seeds,Seeds,Bengaluru Hub,1198,187,237,4,1144,1.69,0,No,10,No,4266,308,No
Aug-2024,FY25,SD002,Spinach Seeds (50g),Seeds,Delhi Hub,1572,1045,623,4,1990,0.64,0,No,4,No,8722,417,No
Aug-2024,FY25,SD003,Coriander Seeds (50g),Seeds,Hyderabad Spoke,842,327,124,1,1044,0.81,0,No,10,No,1488,187,No
Aug-2024,FY25,SD004,Chilli Hybrid Seeds,Seeds,Hyderabad Spoke,883,542,734,4,687,0.54,0,No,12,No,16148,226,No
Aug-2024,FY25,SD005,Marigold Seeds,Seeds,Bengaluru Hub,1409,915,578,0,1746,0.0,0,No,4,No,9248,419,No
Aug-2024,FY25,SD006,Sunflower Seeds,Seeds,Talegaon Main (Pune),1384,197,572,5,1004,0.87,0,No,8,No,11440,301,No
Aug-2024,FY25,SD007,Petunia Seeds,Seeds,Mumbai Hub,674,1161,480,0,1355,0.0,0,No,3,No,13440,569,No
Aug-2024,FY25,SD008,Methi Seeds (100g),Seeds,Hyderabad Spoke,1159,308,334,1,1132,0.3,0,No,14,No,3340,169,No
Aug-2024,FY25,SD009,Basil Seeds,Seeds,Bengaluru Hub,1761,507,312,5,1951,1.6,0,No,6,No,4680,438,No
Aug-2024,FY25,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Delhi Hub,1798,995,96,4,2693,4.17,0,No,13,No,10080,4241,No
Aug-2024,FY25,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Delhi Hub,1765,197,509,0,1453,0.0,0,No,14,No,68715,2942,No
Aug-2024,FY25,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Bengaluru Hub,1569,872,585,4,1852,0.68,0,No,11,No,122850,5833,No
Aug-2024,FY25,PT004,Classic Terracotta 6in,Pots & Planters,Bengaluru Hub,398,731,105,3,1021,2.86,0,No,12,No,7350,1072,No
Aug-2024,FY25,PT005,Self-Watering Pot 7in,Pots & Planters,Hyderabad Spoke,218,251,315,2,152,0.63,0,No,6,No,75600,547,No
Aug-2024,FY25,PT006,Hanging Basket Planter,Pots & Planters,Delhi Hub,1067,466,437,2,1094,0.46,0,No,3,No,72105,2707,No
Aug-2024,FY25,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Hyderabad Spoke,247,160,397,4,6,1.01,5,Yes,12,Yes,154830,35,No
Aug-2024,FY25,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Mumbai Hub,1671,806,240,1,2236,0.42,0,No,10,No,19200,2683,No
Aug-2024,FY25,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Delhi Hub,2204,568,780,0,1992,0.0,0,No,12,No,74100,2838,No
Aug-2024,FY25,FR002,Organic Vermicompost (2kg),Fertilisers,Mumbai Hub,2148,398,287,3,2256,1.05,0,No,9,No,31570,3722,No
Aug-2024,FY25,FR003,Seaweed Liquid Fertiliser,Fertilisers,Bengaluru Hub,274,582,846,2,8,0.24,5,Yes,7,Yes,67680,9,No
Aug-2024,FY25,FR004,Bone Meal Fertiliser (500g),Fertilisers,Delhi Hub,1827,499,349,3,1974,0.86,0,No,3,No,34900,2961,No
Aug-2024,FY25,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Delhi Hub,1924,217,866,5,1270,0.58,0,No,14,No,60620,1333,No
Aug-2024,FY25,TL001,Garden Pruner – Stainless,Tools,Talegaon Main (Pune),2130,944,102,2,2970,1.96,0,No,9,No,14790,6459,No
Aug-2024,FY25,TL002,Watering Can 2L,Tools,Bengaluru Hub,230,987,876,3,338,0.34,0,No,14,No,83220,481,No
Aug-2024,FY25,TL003,Premium Potting Mix 5kg,Tools,Mumbai Hub,1550,741,293,1,1997,0.34,0,No,8,No,38090,3894,No
Aug-2024,FY25,TL004,Pebbles Decorative 500g,Tools,Delhi Hub,1800,878,521,4,2153,0.77,0,No,7,No,28655,1776,No
Aug-2024,FY25,TL005,Moisture Meter,Tools,Hyderabad Spoke,1391,187,420,1,1157,0.24,0,No,6,No,84000,3471,No
Aug-2024,FY25,GF001,Green Starter Kit,Gifting,Bengaluru Hub,2260,319,718,3,1858,0.42,0,No,10,No,265660,10311,No
Aug-2024,FY25,GF002,Plant Parent Gift Box,Gifting,Talegaon Main (Pune),1374,749,301,2,1820,0.66,0,No,13,No,198660,18018,No
Aug-2024,FY25,GF003,Festive Diwali Plant Hamper,Gifting,Delhi Hub,841,198,516,2,521,0.39,0,No,3,No,567600,8596,No
Aug-2024,FY25,GF004,Corporate Desk Plant Set,Gifting,Delhi Hub,1249,756,868,0,1137,0.0,0,No,6,No,468720,9209,No
Aug-2024,FY25,GF005,Anniversary Succulent Box,Gifting,Bengaluru Hub,2050,154,240,1,1963,0.42,0,No,9,No,103200,12661,No
Sep-2024,FY25,PL001,Monstera Deliciosa,Live Plants,Delhi Hub,1371,1171,584,53,1905,9.08,0,No,4,No,81760,4000,No
Sep-2024,FY25,PL002,Peace Lily,Live Plants,Bengaluru Hub,2201,1197,681,21,2696,3.08,0,No,5,No,61290,3639,No
Sep-2024,FY25,PL003,Snake Plant (Sansevieria),Live Plants,Delhi Hub,948,396,757,23,564,3.04,0,No,10,No,75700,846,No
Sep-2024,FY25,PL004,Fiddle Leaf Fig,Live Plants,Delhi Hub,2231,374,590,23,1992,3.9,0,No,5,No,177000,8964,No
Sep-2024,FY25,PL005,Golden Pothos,Live Plants,Talegaon Main (Pune),2127,674,356,11,2434,3.09,0,No,9,No,21360,2190,No
Sep-2024,FY25,PL006,ZZ Plant,Live Plants,Hyderabad Spoke,672,194,344,13,509,3.78,0,No,4,No,55040,1221,No
Sep-2024,FY25,PL007,Spider Plant,Live Plants,Talegaon Main (Pune),615,985,639,48,913,7.51,0,No,14,No,47925,1027,No
Sep-2024,FY25,PL008,Money Plant (Epipremnum),Live Plants,Talegaon Main (Pune),1738,822,583,29,1948,4.97,0,No,5,No,29150,1461,No
Sep-2024,FY25,PL009,Rubber Plant,Live Plants,Talegaon Main (Pune),294,600,613,58,223,9.46,0,No,14,No,110340,602,No
Sep-2024,FY25,PL010,Aglaonema Red,Live Plants,Delhi Hub,728,857,256,25,1304,9.77,0,No,14,No,53760,4107,No
Sep-2024,FY25,PL011,Rose – Red (Grafted),Live Plants,Hyderabad Spoke,777,471,85,3,1160,3.53,0,No,12,No,11050,2262,No
Sep-2024,FY25,PL012,Hibiscus – Pink,Live Plants,Bengaluru Hub,491,596,402,26,659,6.47,0,No,9,No,44220,1087,No
Sep-2024,FY25,PL013,Bougainvillea,Live Plants,Delhi Hub,1409,373,515,30,1237,5.83,0,No,14,No,59225,2133,No
Sep-2024,FY25,PL014,Ixora,Live Plants,Delhi Hub,1004,714,279,21,1418,7.53,0,No,3,No,23715,1807,No
Sep-2024,FY25,PL015,Marigold Seedling,Live Plants,Delhi Hub,1104,452,578,28,950,4.84,0,No,11,No,23120,570,No
Sep-2024,FY25,PL016,Aloe Vera,Live Plants,Mumbai Hub,1744,122,451,42,1373,9.31,0,No,6,No,36080,1647,No
Sep-2024,FY25,PL017,Cactus Mix (3 pack),Live Plants,Hyderabad Spoke,316,332,284,19,345,6.69,0,No,4,No,18460,336,No
Sep-2024,FY25,PL018,Echeveria Set of 3,Live Plants,Hyderabad Spoke,491,1024,770,66,679,8.57,0,No,7,No,73150,967,No
Sep-2024,FY25,PL019,Areca Palm,Live Plants,Bengaluru Hub,2132,606,280,24,2434,8.57,0,No,10,No,70000,9127,No
Sep-2024,FY25,PL020,Bamboo Palm,Live Plants,Hyderabad Spoke,926,134,399,13,648,3.26,0,No,10,No,107730,2624,No
Sep-2024,FY25,SD001,Cherry Tomato Seeds,Seeds,Hyderabad Spoke,1326,1165,541,1,1949,0.18,0,No,14,No,9738,526,No
Sep-2024,FY25,SD002,Spinach Seeds (50g),Seeds,Talegaon Main (Pune),1167,325,473,0,1019,0.0,0,No,11,No,6622,213,No
Sep-2024,FY25,SD003,Coriander Seeds (50g),Seeds,Bengaluru Hub,1721,875,172,3,2421,1.74,0,No,11,No,2064,435,No
Sep-2024,FY25,SD004,Chilli Hybrid Seeds,Seeds,Hyderabad Spoke,1982,702,184,1,2499,0.54,0,No,14,No,4048,824,No
Sep-2024,FY25,SD005,Marigold Seeds,Seeds,Bengaluru Hub,801,1080,435,3,1443,0.69,0,No,8,No,6960,346,No
Sep-2024,FY25,SD006,Sunflower Seeds,Seeds,Delhi Hub,1100,332,462,4,966,0.87,0,No,4,No,9240,289,No
Sep-2024,FY25,SD007,Petunia Seeds,Seeds,Hyderabad Spoke,1967,612,731,3,1845,0.41,0,No,5,No,20468,774,No
Sep-2024,FY25,SD008,Methi Seeds (100g),Seeds,Hyderabad Spoke,1147,508,486,5,1164,1.03,0,No,9,No,4860,174,No
Sep-2024,FY25,SD009,Basil Seeds,Seeds,Mumbai Hub,2342,742,750,5,2329,0.67,0,No,5,No,11250,524,No
Sep-2024,FY25,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Mumbai Hub,1189,630,356,3,1460,0.84,0,No,5,No,37380,2299,No
Sep-2024,FY25,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Delhi Hub,1593,830,766,5,1652,0.65,0,No,3,No,103410,3345,No
Sep-2024,FY25,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Talegaon Main (Pune),223,787,887,3,120,0.34,0,No,12,No,186270,378,No
Sep-2024,FY25,PT004,Classic Terracotta 6in,Pots & Planters,Bengaluru Hub,1066,212,429,4,845,0.93,0,No,11,No,30030,887,No
Sep-2024,FY25,PT005,Self-Watering Pot 7in,Pots & Planters,Bengaluru Hub,930,1108,369,0,1669,0.0,0,No,8,No,88560,6008,No
Sep-2024,FY25,PT006,Hanging Basket Planter,Pots & Planters,Hyderabad Spoke,1305,457,135,0,1627,0.0,0,No,13,No,22275,4026,No
Sep-2024,FY25,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Mumbai Hub,1295,707,674,5,1323,0.74,0,No,6,No,262860,7739,No
Sep-2024,FY25,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Hyderabad Spoke,209,964,712,0,461,0.0,0,No,12,No,56960,553,No
Sep-2024,FY25,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Talegaon Main (Pune),1750,1032,296,3,2483,1.01,0,No,4,No,28120,3538,No
Sep-2024,FY25,FR002,Organic Vermicompost (2kg),Fertilisers,Mumbai Hub,2482,163,272,2,2371,0.74,0,No,7,No,29920,3912,No
Sep-2024,FY25,FR003,Seaweed Liquid Fertiliser,Fertilisers,Hyderabad Spoke,1093,334,847,3,577,0.35,0,No,7,No,67760,692,No
Sep-2024,FY25,FR004,Bone Meal Fertiliser (500g),Fertilisers,Delhi Hub,768,560,463,3,862,0.65,0,No,14,No,46300,1293,No
Sep-2024,FY25,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Delhi Hub,540,913,881,4,568,0.45,0,No,4,No,61670,596,No
Sep-2024,FY25,TL001,Garden Pruner – Stainless,Tools,Delhi Hub,244,1164,234,3,1171,1.28,0,No,4,No,33930,2546,No
Sep-2024,FY25,TL002,Watering Can 2L,Tools,Talegaon Main (Pune),348,919,519,0,748,0.0,0,No,13,No,49305,1065,No
Sep-2024,FY25,TL003,Premium Potting Mix 5kg,Tools,Bengaluru Hub,2409,544,213,5,2735,2.35,0,No,7,No,27690,5333,No
Sep-2024,FY25,TL004,Pebbles Decorative 500g,Tools,Delhi Hub,446,238,553,4,127,0.72,0,No,11,No,30415,104,No
Sep-2024,FY25,TL005,Moisture Meter,Tools,Hyderabad Spoke,1930,969,226,2,2671,0.88,0,No,3,No,45200,8013,No
Sep-2024,FY25,GF001,Green Starter Kit,Gifting,Mumbai Hub,1279,103,112,4,1266,3.57,0,No,11,No,41440,7026,No
Sep-2024,FY25,GF002,Plant Parent Gift Box,Gifting,Delhi Hub,1076,906,594,1,1387,0.17,0,No,8,No,392040,13731,No
Sep-2024,FY25,GF003,Festive Diwali Plant Hamper,Gifting,Hyderabad Spoke,2075,407,145,5,2332,3.45,0,No,12,No,159500,38478,No
Sep-2024,FY25,GF004,Corporate Desk Plant Set,Gifting,Hyderabad Spoke,2189,198,843,3,1541,0.36,0,No,9,No,455220,12482,No
Sep-2024,FY25,GF005,Anniversary Succulent Box,Gifting,Bengaluru Hub,316,163,227,1,251,0.44,0,No,10,No,97610,1618,No
Oct-2024,FY25,PL001,Monstera Deliciosa,Live Plants,Mumbai Hub,1154,911,1004,47,1014,4.68,0,No,11,No,140560,2129,Yes
Oct-2024,FY25,PL002,Peace Lily,Live Plants,Talegaon Main (Pune),2190,1036,379,28,2819,7.39,0,No,13,No,34110,3805,Yes
Oct-2024,FY25,PL003,Snake Plant (Sansevieria),Live Plants,Mumbai Hub,469,651,1110,61,0,5.5,4,Yes,8,Yes,111000,0,Yes
Oct-2024,FY25,PL004,Fiddle Leaf Fig,Live Plants,Delhi Hub,2167,1874,1159,96,2786,8.28,0,No,9,No,347700,12537,Yes
Oct-2024,FY25,PL005,Golden Pothos,Live Plants,Talegaon Main (Pune),733,1217,1341,128,481,9.55,0,No,13,No,80460,432,Yes
Oct-2024,FY25,PL006,ZZ Plant,Live Plants,Mumbai Hub,1664,1663,1110,42,2175,3.78,0,No,5,No,177600,5220,Yes
Oct-2024,FY25,PL007,Spider Plant,Live Plants,Delhi Hub,1628,1079,1277,114,1316,8.93,0,No,14,No,95775,1480,Yes
Oct-2024,FY25,PL008,Money Plant (Epipremnum),Live Plants,Delhi Hub,485,756,473,31,737,6.55,0,No,6,No,23650,552,Yes
Oct-2024,FY25,PL009,Rubber Plant,Live Plants,Bengaluru Hub,2275,1352,1369,119,2139,8.69,0,No,11,No,246420,5775,Yes
Oct-2024,FY25,PL010,Aglaonema Red,Live Plants,Bengaluru Hub,1753,544,892,26,1379,2.91,0,No,14,No,187320,4343,Yes
Oct-2024,FY25,PL011,Rose – Red (Grafted),Live Plants,Talegaon Main (Pune),2050,1256,555,25,2726,4.5,0,No,6,No,72150,5315,Yes
Oct-2024,FY25,PL012,Hibiscus – Pink,Live Plants,Bengaluru Hub,2335,603,873,82,1983,9.39,0,No,3,No,96030,3271,Yes
Oct-2024,FY25,PL013,Bougainvillea,Live Plants,Bengaluru Hub,621,1376,308,18,1671,5.84,0,No,10,No,35420,2882,Yes
Oct-2024,FY25,PL014,Ixora,Live Plants,Talegaon Main (Pune),497,1087,1075,46,463,4.28,0,No,8,No,91375,590,Yes
Oct-2024,FY25,PL015,Marigold Seedling,Live Plants,Delhi Hub,2025,692,709,50,1958,7.05,0,No,9,No,28360,1174,Yes
Oct-2024,FY25,PL016,Aloe Vera,Live Plants,Mumbai Hub,1441,532,314,13,1646,4.14,0,No,14,No,25120,1975,Yes
Oct-2024,FY25,PL017,Cactus Mix (3 pack),Live Plants,Talegaon Main (Pune),1957,1647,998,80,2526,8.02,0,No,11,No,64870,2462,Yes
Oct-2024,FY25,PL018,Echeveria Set of 3,Live Plants,Talegaon Main (Pune),614,1313,1401,117,409,8.35,0,No,10,No,133095,582,Yes
Oct-2024,FY25,PL019,Areca Palm,Live Plants,Bengaluru Hub,2167,1621,920,51,2817,5.54,0,No,5,No,230000,10563,Yes
Oct-2024,FY25,PL020,Bamboo Palm,Live Plants,Delhi Hub,491,1991,644,61,1777,9.47,0,No,14,No,173880,7196,Yes
Oct-2024,FY25,SD001,Cherry Tomato Seeds,Seeds,Talegaon Main (Pune),1536,1827,724,5,2634,0.69,0,No,8,No,13032,711,Yes
Oct-2024,FY25,SD002,Spinach Seeds (50g),Seeds,Mumbai Hub,1170,1542,1499,0,1213,0.0,0,No,7,No,20986,254,Yes
Oct-2024,FY25,SD003,Coriander Seeds (50g),Seeds,Talegaon Main (Pune),1032,811,1545,3,295,0.19,0,No,8,No,18540,53,Yes
Oct-2024,FY25,SD004,Chilli Hybrid Seeds,Seeds,Talegaon Main (Pune),818,1826,1437,1,1206,0.07,0,No,8,No,31614,397,Yes
Oct-2024,FY25,SD005,Marigold Seeds,Seeds,Hyderabad Spoke,541,941,417,2,1063,0.48,0,No,8,No,6672,255,Yes
Oct-2024,FY25,SD006,Sunflower Seeds,Seeds,Mumbai Hub,1575,1454,1001,3,2025,0.3,0,No,3,No,20020,607,Yes
Oct-2024,FY25,SD007,Petunia Seeds,Seeds,Talegaon Main (Pune),1015,1364,573,1,1805,0.17,0,No,11,No,16044,758,Yes
Oct-2024,FY25,SD008,Methi Seeds (100g),Seeds,Bengaluru Hub,1924,1280,1420,3,1781,0.21,0,No,6,No,14200,267,Yes
Oct-2024,FY25,SD009,Basil Seeds,Seeds,Bengaluru Hub,564,1008,1508,2,62,0.13,0,Yes,12,Yes,22620,13,Yes
Oct-2024,FY25,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Mumbai Hub,924,1260,468,1,1715,0.21,0,No,9,No,49140,2701,Yes
Oct-2024,FY25,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Hyderabad Spoke,1655,1595,1262,5,1983,0.4,0,No,5,No,170370,4015,Yes
Oct-2024,FY25,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Mumbai Hub,1174,1415,900,4,1685,0.44,0,No,11,No,189000,5307,Yes
Oct-2024,FY25,PT004,Classic Terracotta 6in,Pots & Planters,Delhi Hub,1640,1870,476,4,3030,0.84,0,No,4,No,33320,3181,Yes
Oct-2024,FY25,PT005,Self-Watering Pot 7in,Pots & Planters,Mumbai Hub,1318,1626,1255,0,1689,0.0,0,No,5,No,301200,6080,Yes
