month,fy,city,state,channel,total_orders,revenue_inr,avg_order_value_inr,units_sold,new_customers,returning_customers,returns,return_rate_pct,cancellations,discount_orders_pct,avg_discount_pct,city_tier
Sep-2024,FY25,Ahmedabad,Gujarat,Corporate Gifting,175,213917,1242,232,63,94,16,9.6,5,32.3,13.3,Non-Metro
Sep-2024,FY25,Ahmedabad,Gujarat,Meesho,56,82786,1457,67,11,22,7,12.7,2,39.1,8.9,Non-Metro
Sep-2024,FY25,Jaipur,Rajasthan,Amazon,246,388245,1589,410,82,115,23,9.7,11,31.5,18.8,Non-Metro
Sep-2024,FY25,Jaipur,Rajasthan,Flipkart,166,245471,1487,254,59,50,8,5.2,3,30.8,19.0,Non-Metro
Sep-2024,FY25,Jaipur,Rajasthan,Ugaoo Website,194,180337,951,243,49,85,17,9.0,9,24.2,13.6,Non-Metro
Sep-2024,FY25,Jaipur,Rajasthan,Blinkit,76,98673,1258,106,29,38,6,8.8,3,42.8,13.3,Non-Metro
Sep-2024,FY25,Jaipur,Rajasthan,Zepto,75,113334,1501,105,27,36,6,8.9,3,18.4,9.1,Non-Metro
Sep-2024,FY25,Jaipur,Rajasthan,Retail Store,187,257272,1402,317,77,87,24,12.9,8,44.9,7.1,Non-Metro
Sep-2024,FY25,Jaipur,Rajasthan,Corporate Gifting,104,166593,1558,129,29,40,12,12.0,4,36.9,17.4,Non-Metro
Sep-2024,FY25,Jaipur,Rajasthan,Meesho,26,30908,1207,37,4,8,1,7.5,1,30.9,7.6,Non-Metro
Sep-2024,FY25,Gurgaon,Haryana,Amazon,209,252274,1189,269,83,66,21,10.5,6,38.3,18.6,Non-Metro
Sep-2024,FY25,Gurgaon,Haryana,Flipkart,136,123607,934,166,51,73,10,7.9,3,31.1,10.5,Non-Metro
Sep-2024,FY25,Gurgaon,Haryana,Ugaoo Website,102,101326,969,114,35,55,6,6.5,4,43.9,8.3,Non-Metro
Sep-2024,FY25,Gurgaon,Haryana,Blinkit,71,100246,1465,106,23,34,8,11.9,2,32.5,7.4,Non-Metro
Sep-2024,FY25,Gurgaon,Haryana,Zepto,75,117854,1517,112,24,28,9,12.4,2,29.7,13.0,Non-Metro
Sep-2024,FY25,Gurgaon,Haryana,Retail Store,197,276403,1391,315,62,87,11,5.9,11,30.4,15.3,Non-Metro
Sep-2024,FY25,Gurgaon,Haryana,Corporate Gifting,68,68738,962,89,15,25,5,7.9,3,27.1,8.9,Non-Metro
Sep-2024,FY25,Gurgaon,Haryana,Meesho,30,37400,1162,46,12,12,3,10.0,1,28.0,9.9,Non-Metro
Sep-2024,FY25,Noida,Uttar Pradesh,Amazon,112,140369,1233,137,31,47,7,6.9,3,31.3,11.2,Non-Metro
Sep-2024,FY25,Noida,Uttar Pradesh,Flipkart,77,114962,1497,126,21,32,8,11.6,3,31.6,18.4,Non-Metro
Sep-2024,FY25,Noida,Uttar Pradesh,Ugaoo Website,62,90816,1545,105,19,24,7,11.9,2,35.1,13.3,Non-Metro
Sep-2024,FY25,Noida,Uttar Pradesh,Blinkit,32,34713,1069,37,11,15,1,5.4,0,35.2,8.6,Non-Metro
Sep-2024,FY25,Noida,Uttar Pradesh,Zepto,47,67597,1495,75,16,22,5,12.0,1,37.5,10.9,Non-Metro
Sep-2024,FY25,Noida,Uttar Pradesh,Retail Store,91,98166,1119,150,36,29,7,8.1,4,28.5,13.8,Non-Metro
Sep-2024,FY25,Noida,Uttar Pradesh,Corporate Gifting,50,53590,1017,78,18,22,6,12.5,2,26.2,18.3,Non-Metro
Sep-2024,FY25,Noida,Uttar Pradesh,Meesho,9,14172,1431,15,3,3,0,7.8,0,43.6,11.0,Non-Metro
Sep-2024,FY25,Nashik,Maharashtra,Amazon,106,109514,1034,170,36,56,11,10.4,2,39.5,14.0,Non-Metro
Sep-2024,FY25,Nashik,Maharashtra,Flipkart,72,75327,1093,126,21,31,5,7.8,2,23.1,18.6,Non-Metro
Sep-2024,FY25,Nashik,Maharashtra,Ugaoo Website,74,101018,1432,118,24,31,7,9.9,4,35.0,13.1,Non-Metro
Sep-2024,FY25,Nashik,Maharashtra,Blinkit,37,41720,1020,60,7,19,3,9.1,1,39.7,18.7,Non-Metro
Sep-2024,FY25,Nashik,Maharashtra,Zepto,35,32895,1066,44,9,17,1,5.4,1,40.3,14.9,Non-Metro
Sep-2024,FY25,Nashik,Maharashtra,Retail Store,76,79657,1010,96,24,32,8,11.2,2,34.4,18.8,Non-Metro
Sep-2024,FY25,Nashik,Maharashtra,Corporate Gifting,35,50204,1343,55,14,15,3,10.8,1,25.0,14.2,Non-Metro
Sep-2024,FY25,Nashik,Maharashtra,Meesho,16,24041,1271,28,3,7,1,7.6,0,24.8,10.2,Non-Metro
Sep-2024,FY25,Bhopal,Madhya Pradesh,Amazon,108,155840,1430,146,43,33,9,8.7,2,31.2,7.2,Non-Metro
Sep-2024,FY25,Bhopal,Madhya Pradesh,Flipkart,73,86090,1153,106,29,25,5,6.9,3,43.5,17.7,Non-Metro
Sep-2024,FY25,Bhopal,Madhya Pradesh,Ugaoo Website,67,97915,1424,87,25,31,3,5.6,3,35.6,16.4,Non-Metro
Sep-2024,FY25,Bhopal,Madhya Pradesh,Blinkit,42,61661,1554,70,13,18,3,7.2,1,26.4,10.4,Non-Metro
Sep-2024,FY25,Bhopal,Madhya Pradesh,Zepto,35,35815,1131,46,9,14,3,10.5,1,39.0,17.9,Non-Metro
Sep-2024,FY25,Bhopal,Madhya Pradesh,Retail Store,115,149214,1291,193,24,41,5,5.2,4,39.3,17.0,Non-Metro
Sep-2024,FY25,Bhopal,Madhya Pradesh,Corporate Gifting,60,81894,1326,71,24,24,3,5.3,2,36.7,12.5,Non-Metro
Sep-2024,FY25,Bhopal,Madhya Pradesh,Meesho,10,15169,1228,11,2,4,1,10.9,0,25.9,5.3,Non-Metro
Sep-2024,FY25,Indore,Madhya Pradesh,Amazon,102,112804,1138,176,29,55,6,6.8,2,22.4,8.2,Non-Metro
Sep-2024,FY25,Indore,Madhya Pradesh,Flipkart,123,139457,1100,217,34,67,7,6.3,4,29.8,19.5,Non-Metro
Sep-2024,FY25,Indore,Madhya Pradesh,Ugaoo Website,83,111100,1370,141,17,32,10,12.2,3,30.4,15.4,Non-Metro
Sep-2024,FY25,Indore,Madhya Pradesh,Blinkit,34,45480,1414,46,8,12,2,6.4,1,28.8,12.1,Non-Metro
Sep-2024,FY25,Indore,Madhya Pradesh,Zepto,30,49508,1497,50,11,16,3,11.8,1,36.3,17.9,Non-Metro
Sep-2024,FY25,Indore,Madhya Pradesh,Retail Store,70,107910,1571,120,18,22,6,8.8,2,41.2,10.9,Non-Metro
Sep-2024,FY25,Indore,Madhya Pradesh,Corporate Gifting,41,42845,1013,60,9,17,2,5.4,1,31.7,14.7,Non-Metro
Sep-2024,FY25,Indore,Madhya Pradesh,Meesho,15,20537,1374,25,4,7,1,7.3,0,31.1,10.1,Non-Metro
Oct-2024,FY25,Bengaluru,Karnataka,Amazon,4418,5907122,1337,5809,1048,1371,525,11.9,218,29.2,14.4,Metro
Oct-2024,FY25,Bengaluru,Karnataka,Flipkart,3176,4519004,1424,5479,745,1693,171,5.4,74,35.9,10.6,Metro
Oct-2024,FY25,Bengaluru,Karnataka,Ugaoo Website,2611,2644809,1012,4586,628,1286,151,5.8,86,25.4,18.3,Metro
Oct-2024,FY25,Bengaluru,Karnataka,Blinkit,2193,2121299,967,2919,695,908,282,12.9,53,28.4,9.5,Metro
Oct-2024,FY25,Bengaluru,Karnataka,Zepto,1518,2107519,1389,2029,472,702,173,11.4,79,43.3,13.5,Metro
Oct-2024,FY25,Bengaluru,Karnataka,Retail Store,4491,7125135,1587,8067,1533,2451,296,6.6,254,20.9,13.5,Metro
Oct-2024,FY25,Bengaluru,Karnataka,Corporate Gifting,1675,1994477,1188,1898,424,737,184,11.0,49,24.4,7.7,Metro
Oct-2024,FY25,Bengaluru,Karnataka,Meesho,807,978588,1213,944,246,275,88,11.0,45,42.8,19.6,Metro
Oct-2024,FY25,Mumbai,Maharashtra,Amazon,3899,3355310,861,6336,1426,1527,292,7.5,133,28.6,13.3,Metro
Oct-2024,FY25,Mumbai,Maharashtra,Flipkart,2466,2540440,1032,3069,880,1170,214,8.7,107,24.7,9.0,Metro
Oct-2024,FY25,Mumbai,Maharashtra,Ugaoo Website,2023,2204741,1090,3264,655,1008,115,5.7,77,42.4,19.8,Metro
Oct-2024,FY25,Mumbai,Maharashtra,Blinkit,1119,1588645,1417,1974,360,502,80,7.2,53,19.9,10.4,Metro
Oct-2024,FY25,Mumbai,Maharashtra,Zepto,1086,989265,913,1934,211,371,139,12.8,56,38.1,13.7,Metro
Oct-2024,FY25,Mumbai,Maharashtra,Retail Store,3471,3029302,874,5937,939,1306,374,10.8,102,29.0,7.2,Metro
Oct-2024,FY25,Mumbai,Maharashtra,Corporate Gifting,1892,2486771,1313,2557,742,986,158,8.4,39,42.1,8.4,Metro
Oct-2024,FY25,Mumbai,Maharashtra,Meesho,476,623832,1316,581,159,204,56,11.8,19,26.4,8.9,Metro
Oct-2024,FY25,Delhi,Delhi,Amazon,2230,2957990,1326,3594,617,834,131,5.9,45,44.3,17.7,Metro
Oct-2024,FY25,Delhi,Delhi,Flipkart,2114,3335437,1580,2542,637,969,158,7.5,109,41.6,11.8,Metro
Oct-2024,FY25,Delhi,Delhi,Ugaoo Website,1751,2534550,1450,1958,320,604,129,7.4,44,35.7,15.1,Metro
Oct-2024,FY25,Delhi,Delhi,Blinkit,869,1313344,1511,1395,288,436,54,6.3,36,29.1,15.4,Metro
Oct-2024,FY25,Delhi,Delhi,Zepto,862,1086713,1259,1044,269,269,61,7.1,34,30.5,16.8,Metro
Oct-2024,FY25,Delhi,Delhi,Retail Store,1840,1933235,1052,2358,687,580,160,8.7,64,34.2,18.8,Metro
Oct-2024,FY25,Delhi,Delhi,Corporate Gifting,1335,1579111,1184,1486,437,402,108,8.1,38,28.6,18.3,Metro
Oct-2024,FY25,Delhi,Delhi,Meesho,290,314259,1072,419,62,106,36,12.5,17,37.1,18.8,Metro
Oct-2024,FY25,Pune,Maharashtra,Amazon,2166,2409105,1112,3578,445,853,132,6.1,62,41.9,6.9,Metro
Oct-2024,FY25,Pune,Maharashtra,Flipkart,1266,1244312,984,1690,359,582,91,7.2,31,25.3,12.0,Metro
Oct-2024,FY25,Pune,Maharashtra,Ugaoo Website,1235,1369399,1106,1486,511,420,114,9.3,60,43.7,11.1,Metro
Oct-2024,FY25,Pune,Maharashtra,Blinkit,456,721211,1583,720,168,145,52,11.5,23,25.6,6.9,Metro
Oct-2024,FY25,Pune,Maharashtra,Zepto,570,805967,1406,740,138,276,72,12.7,16,32.7,9.1,Metro
Oct-2024,FY25,Pune,Maharashtra,Retail Store,1385,2099700,1513,1967,353,454,87,6.3,71,33.5,15.3,Metro
Oct-2024,FY25,Pune,Maharashtra,Corporate Gifting,774,1100907,1428,860,267,348,44,5.8,36,24.6,18.5,Metro
Oct-2024,FY25,Pune,Maharashtra,Meesho,249,381213,1545,342,51,126,21,8.6,12,29.6,6.1,Metro
Oct-2024,FY25,Hyderabad,Telangana,Amazon,1203,1776393,1477,1481,338,444,103,8.6,43,19.1,8.3,Metro
Oct-2024,FY25,Hyderabad,Telangana,Flipkart,1304,1137823,872,1478,336,437,69,5.3,63,44.1,10.5,Metro
Oct-2024,FY25,Hyderabad,Telangana,Ugaoo Website,889,759607,851,989,273,481,106,12.0,51,20.5,6.0,Metro
Oct-2024,FY25,Hyderabad,Telangana,Blinkit,650,615995,946,1078,151,290,66,10.3,21,31.4,6.4,Metro
Oct-2024,FY25,Hyderabad,Telangana,Zepto,476,476645,1003,819,155,151,41,8.7,12,26.6,16.3,Metro
Oct-2024,FY25,Hyderabad,Telangana,Retail Store,1012,878054,865,1259,184,332,96,9.5,44,30.8,8.2,Metro
Oct-2024,FY25,Hyderabad,Telangana,Corporate Gifting,639,782850,1232,1108,177,339,40,6.4,13,19.3,10.0,Metro
Oct-2024,FY25,Hyderabad,Telangana,Meesho,123,137270,1079,164,41,37,6,5.1,2,25.7,19.5,Metro
Oct-2024,FY25,Chennai,Tamil Nadu,Amazon,864,838922,966,1142,214,363,76,8.8,20,21.3,18.8,Non-Metro
Oct-2024,FY25,Chennai,Tamil Nadu,Flipkart,882,800734,910,1104,275,358,54,6.2,25,36.7,12.9,Non-Metro
Oct-2024,FY25,Chennai,Tamil Nadu,Ugaoo Website,696,1114309,1599,926,170,343,66,9.5,24,38.6,12.6,Non-Metro
Oct-2024,FY25,Chennai,Tamil Nadu,Blinkit,414,531064,1287,511,155,203,25,6.2,14,30.4,15.7,Non-Metro
Oct-2024,FY25,Chennai,Tamil Nadu,Zepto,368,560052,1526,584,129,179,27,7.6,20,30.4,12.1,Non-Metro
Oct-2024,FY25,Chennai,Tamil Nadu,Retail Store,736,987907,1344,1061,305,225,61,8.3,24,37.9,7.4,Non-Metro
Oct-2024,FY25,Chennai,Tamil Nadu,Corporate Gifting,374,419311,1115,564,123,186,33,9.0,8,37.7,16.3,Non-Metro
Oct-2024,FY25,Chennai,Tamil Nadu,Meesho,130,169045,1273,196,40,66,15,12.0,2,38.9,7.0,Non-Metro
Oct-2024,FY25,Kolkata,West Bengal,Amazon,563,712664,1274,925,220,291,36,6.4,15,23.1,14.5,Non-Metro
Oct-2024,FY25,Kolkata,West Bengal,Flipkart,490,539638,1096,657,155,232,28,5.8,14,34.4,12.7,Non-Metro
Oct-2024,FY25,Kolkata,West Bengal,Ugaoo Website,533,475477,884,842,123,289,30,5.8,14,29.0,12.5,Non-Metro
Oct-2024,FY25,Kolkata,West Bengal,Blinkit,281,287351,1015,450,64,130,25,8.9,10,33.5,12.8,Non-Metro
Oct-2024,FY25,Kolkata,West Bengal,Zepto,263,340418,1301,407,92,109,19,7.5,10,37.4,16.6,Non-Metro
Oct-2024,FY25,Kolkata,West Bengal,Retail Store,727,826621,1141,1000,294,230,87,12.0,23,19.1,10.8,Non-Metro
Oct-2024,FY25,Kolkata,West Bengal,Corporate Gifting,313,495990,1593,446,79,142,40,12.9,12,33.3,13.0,Non-Metro
Oct-2024,FY25,Kolkata,West Bengal,Meesho,91,105392,1112,105,26,36,9,10.7,2,35.4,17.7,Non-Metro
Oct-2024,FY25,Ahmedabad,Gujarat,Amazon,513,563909,1092,752,92,260,53,10.4,30,34.1,10.7,Non-Metro
Oct-2024,FY25,Ahmedabad,Gujarat,Flipkart,508,509209,994,629,149,273,47,9.4,21,29.6,15.6,Non-Metro
Oct-2024,FY25,Ahmedabad,Gujarat,Ugaoo Website,337,536593,1597,415,126,174,37,11.0,15,32.0,19.2,Non-Metro
Oct-2024,FY25,Ahmedabad,Gujarat,Blinkit,143,218515,1513,165,33,43,16,11.7,7,20.4,10.5,Non-Metro
Oct-2024,FY25,Ahmedabad,Gujarat,Zepto,111,129489,1128,136,26,59,5,5.2,3,39.6,11.1,Non-Metro
Oct-2024,FY25,Ahmedabad,Gujarat,Retail Store,381,436959,1142,591,158,175,20,5.3,9,28.0,17.7,Non-Metro
Oct-2024,FY25,Ahmedabad,Gujarat,Corporate Gifting,200,166476,851,320,76,91,25,12.9,6,40.2,6.3,Non-Metro
Oct-2024,FY25,Ahmedabad,Gujarat,Meesho,42,65205,1599,47,10,20,5,12.7,1,37.9,9.7,Non-Metro
Oct-2024,FY25,Jaipur,Rajasthan,Amazon,483,419026,871,737,201,190,27,5.6,22,40.3,17.4,Non-Metro
Oct-2024,FY25,Jaipur,Rajasthan,Flipkart,289,268972,927,373,120,141,34,11.9,8,24.9,13.1,Non-Metro
Oct-2024,FY25,Jaipur,Rajasthan,Ugaoo Website,296,351012,1171,362,64,109,15,5.4,7,40.8,17.5,Non-Metro
Oct-2024,FY25,Jaipur,Rajasthan,Blinkit,212,297896,1399,285,67,77,25,12.0,8,24.7,13.3,Non-Metro
Oct-2024,FY25,Jaipur,Rajasthan,Zepto,103,98984,932,127,40,45,5,5.3,5,25.6,11.9,Non-Metro
Oct-2024,FY25,Jaipur,Rajasthan,Retail Store,318,440815,1385,557,84,156,31,10.0,17,38.3,7.6,Non-Metro
Oct-2024,FY25,Jaipur,Rajasthan,Corporate Gifting,168,174296,1011,206,51,91,11,6.8,4,19.3,13.1,Non-Metro
Oct-2024,FY25,Jaipur,Rajasthan,Meesho,48,56010,1098,60,18,19,5,11.7,2,38.6,15.8,Non-Metro
Oct-2024,FY25,Gurgaon,Haryana,Amazon,309,277746,909,443,69,99,24,8.0,13,43.5,7.1,Non-Metro
Oct-2024,FY25,Gurgaon,Haryana,Flipkart,266,274706,1033,313,65,117,25,9.4,15,26.7,5.1,Non-Metro
Oct-2024,FY25,Gurgaon,Haryana,Ugaoo Website,192,211928,1124,219,69,79,19,10.0,7,25.1,10.2,Non-Metro
Oct-2024,FY25,Gurgaon,Haryana,Blinkit,130,152628,1168,196,53,60,7,5.7,2,19.2,12.6,Non-Metro
Oct-2024,FY25,Gurgaon,Haryana,Zepto,103,116163,1097,146,33,51,8,8.5,2,32.8,19.1,Non-Metro
Oct-2024,FY25,Gurgaon,Haryana,Retail Store,229,339047,1459,330,90,105,18,8.2,9,28.4,14.0,Non-Metro
Oct-2024,FY25,Gurgaon,Haryana,Corporate Gifting,132,140794,1060,206,48,67,10,7.9,6,36.8,18.2,Non-Metro
Oct-2024,FY25,Gurgaon,Haryana,Meesho,35,42263,1123,51,9,14,2,6.1,1,22.5,7.2,Non-Metro
Oct-2024,FY25,Noida,Uttar Pradesh,Amazon,181,205271,1150,230,73,97,13,7.2,7,26.1,18.1,Non-Metro
Oct-2024,FY25,Noida,Uttar Pradesh,Flipkart,113,111469,943,169,22,55,6,5.8,2,26.8,18.1,Non-Metro
Oct-2024,FY25,Noida,Uttar Pradesh,Ugaoo Website,124,174101,1373,150,29,38,12,10.4,5,19.3,9.5,Non-Metro
Oct-2024,FY25,Noida,Uttar Pradesh,Blinkit,75,77485,1096,122,23,31,5,7.7,1,29.5,7.2,Non-Metro
Oct-2024,FY25,Noida,Uttar Pradesh,Zepto,49,64729,1242,78,8,22,5,11.6,2,31.5,16.8,Non-Metro
Oct-2024,FY25,Noida,Uttar Pradesh,Retail Store,116,154631,1293,203,44,53,7,6.7,6,36.2,17.8,Non-Metro
Oct-2024,FY25,Noida,Uttar Pradesh,Corporate Gifting,59,79212,1287,75,21,26,4,6.8,2,43.7,15.7,Non-Metro
Oct-2024,FY25,Noida,Uttar Pradesh,Meesho,21,31497,1544,37,6,11,1,6.6,1,23.5,18.8,Non-Metro
Oct-2024,FY25,Nashik,Maharashtra,Amazon,176,169328,934,290,55,74,20,11.4,8,43.8,15.0,Non-Metro
Oct-2024,FY25,Nashik,Maharashtra,Flipkart,148,199490,1346,188,36,45,17,12.1,3,19.6,11.3,Non-Metro
Oct-2024,FY25,Nashik,Maharashtra,Ugaoo Website,127,124123,948,193,24,54,13,10.4,2,37.1,10.4,Non-Metro
Oct-2024,FY25,Nashik,Maharashtra,Blinkit,73,78755,1122,106,30,33,6,8.5,4,28.3,8.2,Non-Metro
Oct-2024,FY25,Nashik,Maharashtra,Zepto,50,63524,1241,70,13,17,3,6.3,2,20.5,13.7,Non-Metro
Oct-2024,FY25,Nashik,Maharashtra,Retail Store,106,92722,850,153,20,47,9,9.1,2,27.4,13.9,Non-Metro
Oct-2024,FY25,Nashik,Maharashtra,Corporate Gifting,60,74246,1186,85,13,20,5,9.7,3,25.0,9.0,Non-Metro
Oct-2024,FY25,Nashik,Maharashtra,Meesho,16,26006,1332,18,4,8,0,6.0,0,34.8,13.4,Non-Metro
Oct-2024,FY25,Bhopal,Madhya Pradesh,Amazon,200,181407,912,325,41,88,12,6.3,9,40.5,16.6,Non-Metro
Oct-2024,FY25,Bhopal,Madhya Pradesh,Flipkart,120,175405,1495,186,44,54,14,12.3,2,24.4,5.4,Non-Metro
Oct-2024,FY25,Bhopal,Madhya Pradesh,Ugaoo Website,104,155093,1528,143,19,31,5,5.2,5,39.3,19.0,Non-Metro
Oct-2024,FY25,Bhopal,Madhya Pradesh,Blinkit,36,37998,1153,40,12,17,2,7.6,1,31.6,17.8,Non-Metro
Oct-2024,FY25,Bhopal,Madhya Pradesh,Zepto,51,72014,1399,91,20,17,6,12.8,2,44.7,10.4,Non-Metro
Oct-2024,FY25,Bhopal,Madhya Pradesh,Retail Store,158,200574,1298,276,57,63,9,6.2,6,25.0,8.6,Non-Metro
Oct-2024,FY25,Bhopal,Madhya Pradesh,Corporate Gifting,59,54832,996,103,20,25,3,6.7,1,20.0,6.7,Non-Metro
Oct-2024,FY25,Bhopal,Madhya Pradesh,Meesho,25,31509,1282,31,8,9,3,12.4,0,30.1,7.2,Non-Metro
Oct-2024,FY25,Indore,Madhya Pradesh,Amazon,210,328393,1556,238,59,74,14,7.0,11,29.4,10.7,Non-Metro
Oct-2024,FY25,Indore,Madhya Pradesh,Flipkart,177,207499,1156,280,55,68,20,11.4,3,29.8,9.1,Non-Metro
Oct-2024,FY25,Indore,Madhya Pradesh,Ugaoo Website,111,111722,1017,139,40,42,13,12.5,5,29.3,15.4,Non-Metro
Oct-2024,FY25,Indore,Madhya Pradesh,Blinkit,81,80703,951,90,16,25,9,11.5,3,36.8,19.7,Non-Metro
Oct-2024,FY25,Indore,Madhya Pradesh,Zepto,61,79175,1270,81,24,21,4,7.8,3,28.9,19.8,Non-Metro
Oct-2024,FY25,Indore,Madhya Pradesh,Retail Store,133,116909,867,192,46,46,7,5.7,3,39.7,16.4,Non-Metro
Oct-2024,FY25,Indore,Madhya Pradesh,Corporate Gifting,77,89323,1177,106,15,40,8,10.7,2,34.5,5.6,Non-Metro
Oct-2024,FY25,Indore,Madhya Pradesh,Meesho,23,32321,1201,31,9,9,2,10.1,0,43.5,5.4,Non-Metro
Nov-2024,FY25,Bengaluru,Karnataka,Amazon,5149,5428208,1054,6492,1298,2303,576,11.2,261,26.4,10.8,Metro
Nov-2024,FY25,Bengaluru,Karnataka,Flipkart,4273,4736186,1109,7174,1312,1510,230,5.4,197,29.7,9.8,Metro
Nov-2024,FY25,Bengaluru,Karnataka,Ugaoo Website,3172,3124436,984,5124,849,1455,275,8.7,171,25.3,14.2,Metro
Nov-2024,FY25,Bengaluru,Karnataka,Blinkit,1772,2265280,1279,2992,636,641,182,10.3,105,20.3,14.8,Metro
Nov-2024,FY25,Bengaluru,Karnataka,Zepto,2147,2953995,1377,3561,438,1035,139,6.5,124,31.5,16.4,Metro
Nov-2024,FY25,Bengaluru,Karnataka,Retail Store,3477,3734540,1074,5855,1426,1174,239,6.9,144,43.9,19.3,Metro
Nov-2024,FY25,Bengaluru,Karnataka,Corporate Gifting,1823,1915618,1051,2228,696,927,227,12.5,66,35.3,19.4,Metro
Nov-2024,FY25,Bengaluru,Karnataka,Meesho,810,1092859,1347,939,235,374,45,5.6,20,39.5,19.1,Metro
Nov-2024,FY25,Mumbai,Maharashtra,Amazon,4906,4191143,854,8443,1537,2659,569,11.6,189,38.1,16.1,Metro
Nov-2024,FY25,Mumbai,Maharashtra,Flipkart,2989,3223860,1079,3314,950,1010,266,8.9,73,31.0,15.6,Metro
Nov-2024,FY25,Mumbai,Maharashtra,Ugaoo Website,1547,1777036,1148,2105,479,509,80,5.2,55,31.9,16.4,Metro
Nov-2024,FY25,Mumbai,Maharashtra,Blinkit,1368,1758150,1287,1650,279,504,162,11.9,54,36.0,5.2,Metro
Nov-2024,FY25,Mumbai,Maharashtra,Zepto,1448,1377719,953,2603,561,475,118,8.2,39,32.6,9.3,Metro
Nov-2024,FY25,Mumbai,Maharashtra,Retail Store,3102,3511664,1133,4313,881,1112,158,5.1,183,41.2,13.2,Metro
Nov-2024,FY25,Mumbai,Maharashtra,Corporate Gifting,1365,1289163,943,2423,536,430,118,8.7,40,42.0,11.6,Metro
Nov-2024,FY25,Mumbai,Maharashtra,Meesho,526,652012,1242,921,98,256,39,7.5,21,20.1,6.3,Metro
Nov-2024,FY25,Delhi,Delhi,Amazon,1936,1897194,979,3271,626,622,114,5.9,114,43.2,10.9,Metro
Nov-2024,FY25,Delhi,Delhi,Flipkart,2971,3213738,1082,4498,1208,1053,213,7.2,71,22.1,11.3,Metro
Nov-2024,FY25,Delhi,Delhi,Ugaoo Website,1811,2540147,1403,2108,452,738,126,7.0,90,21.2,19.1,Metro
Nov-2024,FY25,Delhi,Delhi,Blinkit,743,815468,1096,1117,188,288,71,9.6,43,32.2,19.0,Metro
Nov-2024,FY25,Delhi,Delhi,Zepto,1211,1308995,1084,1743,406,501,151,12.5,52,19.1,5.8,Metro
Nov-2024,FY25,Delhi,Delhi,Retail Store,2393,3465194,1446,3627,940,989,275,11.5,69,25.2,17.9,Metro
Nov-2024,FY25,Delhi,Delhi,Corporate Gifting,1123,1513912,1346,1450,241,594,88,7.9,61,34.6,12.6,Metro
Nov-2024,FY25,Delhi,Delhi,Meesho,419,616846,1461,481,141,203,49,11.7,14,38.9,8.2,Metro
Nov-2024,FY25,Pune,Maharashtra,Amazon,2034,2914006,1433,3212,487,793,203,10.0,91,20.5,19.5,Metro
Nov-2024,FY25,Pune,Maharashtra,Flipkart,1676,2020572,1203,2207,617,624,85,5.1,89,32.8,7.3,Metro
Nov-2024,FY25,Pune,Maharashtra,Ugaoo Website,1236,1977051,1598,1584,376,675,71,5.8,64,44.5,10.1,Metro
Nov-2024,FY25,Pune,Maharashtra,Blinkit,873,1019679,1169,1443,256,313,61,7.1,34,44.6,5.4,Metro
Nov-2024,FY25,Pune,Maharashtra,Zepto,746,782073,1047,1253,303,310,76,10.2,24,42.1,13.4,Metro
Nov-2024,FY25,Pune,Maharashtra,Retail Store,2206,2470624,1118,3032,438,899,262,11.9,77,19.8,17.3,Metro
Nov-2024,FY25,Pune,Maharashtra,Corporate Gifting,928,1436912,1551,1410,338,422,61,6.6,52,44.7,14.2,Metro
Nov-2024,FY25,Pune,Maharashtra,Meesho,323,303580,953,432,109,121,30,9.4,16,28.0,12.1,Metro
Nov-2024,FY25,Hyderabad,Telangana,Amazon,1492,1798473,1208,2667,270,742,153,10.3,59,33.6,12.4,Metro
Nov-2024,FY25,Hyderabad,Telangana,Flipkart,1116,1484001,1332,1353,328,409,111,10.0,62,26.0,13.6,Metro
Nov-2024,FY25,Hyderabad,Telangana,Ugaoo Website,895,1116865,1251,1592,189,323,108,12.1,47,39.0,15.5,Metro
Nov-2024,FY25,Hyderabad,Telangana,Blinkit,378,482873,1283,539,84,158,34,9.0,9,40.5,18.2,Metro
Nov-2024,FY25,Hyderabad,Telangana,Zepto,379,533998,1400,559,154,194,40,10.8,12,39.1,11.2,Metro
Nov-2024,FY25,Hyderabad,Telangana,Retail Store,1487,1375499,922,2430,325,555,172,11.6,38,28.6,11.3,Metro
Nov-2024,FY25,Hyderabad,Telangana,Corporate Gifting,724,748815,1031,1256,298,248,89,12.3,17,21.6,11.6,Metro
Nov-2024,FY25,Hyderabad,Telangana,Meesho,167,178354,1056,185,42,76,9,5.9,3,34.1,8.5,Metro
Nov-2024,FY25,Chennai,Tamil Nadu,Amazon,950,1492502,1567,1389,333,509,91,9.6,46,35.8,7.4,Non-Metro
Nov-2024,FY25,Chennai,Tamil Nadu,Flipkart,922,1247946,1354,1431,175,448,106,11.6,51,25.4,19.3,Non-Metro
Nov-2024,FY25,Chennai,Tamil Nadu,Ugaoo Website,1030,1053386,1018,1149,295,477,131,12.8,55,38.3,7.1,Non-Metro
Nov-2024,FY25,Chennai,Tamil Nadu,Blinkit,508,722749,1425,879,161,251,52,10.3,12,33.6,9.5,Non-Metro
Nov-2024,FY25,Chennai,Tamil Nadu,Zepto,318,479188,1518,407,130,150,19,6.0,15,41.5,12.7,Non-Metro
