order_id,customer_id,order_date,order_month,order_quarter,channel,city,state,product_id,product_name,category,sub_category,quantity,unit_price,discount_pct,gross_value_inr,order_value,delivery_days,payment_mode,order_status,is_gift_order,replacement_claimed,delivery_rating,fy,gender,age,segment,acquisition_channel,nps_score,app_user,cost_price_inr,gross_margin_pct,maintenance_level,is_bestseller,profit,profit_margin,final_price,is_returned,year,month,month_name,quarter,risk_flag,order_month_n,order_week,order_day_of_week,age_band,delivery_speed,delivery_rating_flag,is_delivered
UGA2343278,CUST006844,2025-02-08,Feb-2025,Q1 FY25,Amazon,Kolkata,West Bengal,FR004,Bone Meal Fertiliser (500g),Fertilisers,Organic Fert.,2,299,0,598,598.0,3.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,37,New,Organic Search,8,App User,100,66.6,Not Applicable,Standard,398.27,66.6,299.0,No,2025,2,Feb,1,Low Risk,2,6,Saturday,36-45,3-4 Days,Rated,1
UGA2343279,CUST006319,2024-06-03,Jun-2024,Q2 FY25,Ugaoo Website,Hyderabad,Telangana,SD003,Coriander Seeds (50g),Seeds,Vegetable Seeds,2,59,5,118,112.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Male,35,Loyal,Amazon,6,App User,12,79.7,Low,Standard,89.26,79.7,56.0,No,2024,6,Jun,2,Low Risk,6,23,Monday,26-35,1-2 Days,Rated,1
UGA2343280,CUST006042,2023-04-25,Apr-2023,Q2 FY24,Amazon,Bengaluru,Karnataka,PL002,Peace Lily,Live Plants,Indoor Plants,1,299,5,299,284.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,40,Returning,Instagram,7,App User,90,69.9,Low,Standard,198.52,69.9,284.0,No,2023,4,Apr,2,Low Risk,4,17,Tuesday,36-45,1-2 Days,Rated,1
UGA2343281,CUST002105,2024-03-04,Mar-2024,Q1 FY24,Amazon,Bengaluru,Karnataka,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Ceramic Pots,1,649,5,649,617.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,24,New,Organic Search,6,Non-App User,210,67.6,Not Applicable,Standard,417.09,67.6,617.0,No,2024,3,Mar,1,Low Risk,3,10,Monday,18-25,1-2 Days,Rated,1
UGA2343282,CUST010168,2023-10-22,Oct-2023,Q4 FY24,Amazon,Bengaluru,Karnataka,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Grow Bags,2,269,25,538,626.0,4.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,37,Loyal,Influencer,9,App User,80,70.3,Not Applicable,Standard,440.08,70.3,313.0,No,2023,10,Oct,4,High Risk,10,42,Sunday,36-45,3-4 Days,Rated,1
UGA2343283,CUST000256,2023-07-02,Jul-2023,Q3 FY24,Flipkart,Pune,Maharashtra,TL005,Moisture Meter,Tools,Gadgets,2,649,15,1298,1103.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Male,25,Returning,Influencer,9,Non-App User,200,69.2,Not Applicable,Standard,763.28,69.2,551.5,No,2023,7,Jul,3,Low Risk,7,26,Sunday,18-25,1-2 Days,Rated,1
UGA2343284,CUST011858,2024-11-26,Nov-2024,Q4 FY25,Zepto,Delhi,Delhi,PL008,Money Plant (Epipremnum),Live Plants,Indoor Plants,2,179,10,358,595.0,0.5,UPI,Delivered,Gift,Not Claimed,5.0,2024-25,Male,26,New,Influencer,5,Non-App User,50,72.1,Very Low,Bestseller,429.0,72.1,297.5,No,2024,11,Nov,4,Low Risk,11,48,Tuesday,26-35,1-2 Days,Rated,1
UGA2343285,CUST011212,2023-11-05,Nov-2023,Q4 FY24,Zepto,Pune,Maharashtra,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Specialty,2,219,0,438,438.0,0.5,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Male,29,New,Google Ads,7,App User,70,68.0,Not Applicable,Standard,297.84,68.0,219.0,No,2023,11,Nov,4,Low Risk,11,44,Sunday,26-35,1-2 Days,Rated,1
UGA2343286,CUST003633,2023-12-19,Dec-2023,Q4 FY24,Amazon,Delhi,Delhi,TL004,Pebbles Decorative 500g,Tools,Décor,1,179,0,179,179.0,1.0,COD,Delivered,Standard,Not Claimed,5.0,2023-24,Female,35,Loyal,Instagram,9,App User,55,69.3,Not Applicable,Standard,124.05,69.3,179.0,No,2023,12,Dec,4,Low Risk,12,51,Tuesday,26-35,1-2 Days,Rated,1
UGA2343287,CUST000624,2023-05-03,May-2023,Q2 FY24,Flipkart,Mumbai,Maharashtra,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Ceramic Pots,1,319,10,319,287.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Male,52,Loyal,Influencer,10,App User,105,67.1,Not Applicable,Standard,192.58,67.1,287.0,No,2023,5,May,2,Low Risk,5,18,Wednesday,46-60,1-2 Days,Rated,1
UGA2343288,CUST010795,2023-11-29,Nov-2023,Q4 FY24,Retail Store,Mumbai,Maharashtra,PL007,Spider Plant,Live Plants,Indoor Plants,1,249,0,249,249.0,3.0,UPI,Delivered,Gift,Not Claimed,3.0,2023-24,Male,31,Loyal,Amazon,10,App User,75,69.9,Low,Standard,174.05,69.9,249.0,No,2023,11,Nov,4,Low Risk,11,48,Wednesday,26-35,3-4 Days,Rated,1
UGA2343289,CUST011022,2025-03-20,Mar-2025,Q1 FY25,Retail Store,Mumbai,Maharashtra,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Chemical Fert.,2,299,10,598,538.0,4.0,COD,Delivered,Standard,Not Claimed,4.0,2024-25,Female,27,New,Google Ads,6,App User,95,68.2,Not Applicable,Standard,366.92,68.2,269.0,No,2025,3,Mar,1,Low Risk,3,12,Thursday,26-35,3-4 Days,Rated,1
UGA2343290,CUST007072,2024-07-28,Jul-2024,Q3 FY25,Blinkit,Mumbai,Maharashtra,PL019,Areca Palm,Live Plants,Air Purifiers,1,749,0,749,749.0,0.5,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Male,38,Returning,Influencer,9,Non-App User,250,66.6,Low,Standard,498.83,66.6,749.0,No,2024,7,Jul,3,Low Risk,7,30,Sunday,36-45,1-2 Days,Rated,1
UGA2343291,CUST011964,2024-11-04,Nov-2024,Q4 FY25,Corporate Gifting,Mumbai,Maharashtra,GF003,Festive Diwali Plant Hamper,Gifting,Festive Hampers,4,1074,5,10996,2364.5,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,29,Loyal,Organic Search,6,App User,1100,60.0,Not Applicable,Bestseller,1569.46,60.0,4831.25,No,2024,11,Nov,4,Low Risk,11,45,Monday,26-35,1-2 Days,Rated,1
UGA2343292,CUST007372,2023-11-30,Nov-2023,Q4 FY24,Amazon,Bengaluru,Karnataka,PL018,Echeveria Set of 3,Live Plants,Succulents,1,299,10,299,269.0,2.0,Net Banking,Delivered,Standard,Not Claimed,5.0,2023-24,Male,33,Loyal,Amazon,10,Non-App User,95,68.2,Very Low,Standard,183.46,68.2,269.0,No,2023,11,Nov,4,Low Risk,11,48,Thursday,26-35,1-2 Days,Rated,1
UGA2343293,CUST011676,2023-09-02,Sep-2023,Q3 FY24,Zepto,Bengaluru,Karnataka,TL004,Pebbles Decorative 500g,Tools,Décor,1,179,0,179,179.0,0.5,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,48,Loyal,Word of Mouth,9,App User,55,69.3,Not Applicable,Standard,124.05,69.3,179.0,No,2023,9,Sep,3,Low Risk,9,35,Saturday,46-60,1-2 Days,Rated,1
UGA2343294,CUST006851,2023-09-08,Sep-2023,Q3 FY24,Ugaoo Website,Pune,Maharashtra,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Ceramic Pots,1,399,10,399,359.0,3.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,35,Returning,Google Ads,6,App User,135,66.2,Not Applicable,Bestseller,237.66,66.2,359.0,No,2023,9,Sep,3,Low Risk,9,36,Friday,26-35,3-4 Days,Rated,1
UGA2343295,CUST008273,2025-02-27,Feb-2025,Q1 FY25,Zepto,Jaipur,Rajasthan,PL016,Aloe Vera,Live Plants,Succulents,2,249,5,498,614.0,0.5,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Male,43,Loyal,Amazon,9,Non-App User,80,67.9,Very Low,Bestseller,416.91,67.9,307.0,No,2025,2,Feb,1,Low Risk,2,9,Thursday,36-45,1-2 Days,Rated,1
UGA2343296,CUST003553,2024-08-13,Aug-2024,Q3 FY25,Blinkit,Chennai,Tamil Nadu,PL011,Rose – Red (Grafted),Live Plants,Outdoor Plants,4,399,0,1596,999.0,0.5,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Male,44,Loyal,Instagram,7,App User,130,67.4,High,Standard,673.33,67.4,249.75,No,2024,8,Aug,3,Low Risk,8,33,Tuesday,36-45,1-2 Days,Rated,1
UGA2343297,CUST005214,2024-09-08,Sep-2024,Q3 FY25,Ugaoo Website,Mumbai,Maharashtra,PL015,Marigold Seedling,Live Plants,Outdoor Plants,3,129,15,387,329.0,2.0,Net Banking,Delivered,Standard,Not Claimed,3.0,2024-25,Female,37,Returning,Word of Mouth,7,App User,40,69.0,Medium,Standard,227.01,69.0,109.67,No,2024,9,Sep,3,Low Risk,9,36,Sunday,36-45,1-2 Days,Rated,1
UGA2343298,CUST010995,2024-04-23,Apr-2024,Q2 FY25,Retail Store,Bengaluru,Karnataka,PL010,Aglaonema Red,Live Plants,Indoor Plants,3,649,0,1947,1947.0,1.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Male,36,Loyal,Organic Search,9,Non-App User,210,67.6,Low,Standard,1316.17,67.6,649.0,No,2024,4,Apr,2,Low Risk,4,17,Tuesday,36-45,1-2 Days,Rated,1
UGA2343299,CUST009045,2024-10-03,Oct-2024,Q4 FY25,Amazon,Mumbai,Maharashtra,TL005,Moisture Meter,Tools,Gadgets,1,649,15,649,552.0,2.0,UPI,Cancelled,Standard,Not Claimed,No Rating,2024-25,Male,29,Returning,Influencer,7,App User,200,69.2,Not Applicable,Standard,381.98,69.2,552.0,No,2024,10,Oct,4,Low Risk,10,40,Thursday,26-35,1-2 Days,No Rating,0
UGA2343300,CUST007092,2024-08-22,Aug-2024,Q3 FY25,Ugaoo Website,Mumbai,Maharashtra,PL002,Peace Lily,Live Plants,Indoor Plants,4,299,5,1196,1136.0,3.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,34,New,Organic Search,10,App User,90,69.9,Low,Standard,794.06,69.9,284.0,No,2024,8,Aug,3,Low Risk,8,34,Thursday,26-35,3-4 Days,Rated,1
UGA2343301,CUST004491,2024-08-29,Aug-2024,Q3 FY25,Flipkart,Gurgaon,Haryana,GF004,Corporate Desk Plant Set,Gifting,Corporate,1,1074,5,1349,1282.0,4.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Female,34,Returning,Organic Search,8,Non-App User,540,60.0,Not Applicable,Standard,769.2,60.0,1282.0,No,2024,8,Aug,3,Low Risk,8,35,Thursday,26-35,3-4 Days,Rated,1
UGA2343302,CUST004273,2024-03-04,Mar-2024,Q1 FY24,Amazon,Jaipur,Rajasthan,PL019,Areca Palm,Live Plants,Air Purifiers,1,749,0,749,749.0,3.0,UPI,Cancelled,Standard,Not Claimed,No Rating,2023-24,Male,29,Returning,Instagram,7,App User,250,66.6,Low,Standard,498.83,66.6,749.0,No,2024,3,Mar,1,Low Risk,3,10,Monday,26-35,3-4 Days,No Rating,0
UGA2343303,CUST004364,2023-12-19,Dec-2023,Q4 FY24,Amazon,Mumbai,Maharashtra,PL020,Bamboo Palm,Live Plants,Air Purifiers,2,799,0,1598,2364.5,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,37,Returning,Word of Mouth,7,Non-App User,270,66.2,Low,Standard,1569.46,66.2,1398.0,No,2023,12,Dec,4,Low Risk,12,51,Tuesday,36-45,1-2 Days,Rated,1
UGA2343304,CUST003565,2024-07-23,Jul-2024,Q3 FY25,Amazon,Pune,Maharashtra,PT006,Hanging Basket Planter,Pots & Planters,Hanging Planters,3,499,10,1497,1347.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,21,Returning,Google Ads,7,App User,165,66.9,Not Applicable,Standard,901.14,66.9,449.0,No,2024,7,Jul,3,Low Risk,7,30,Tuesday,18-25,1-2 Days,Rated,1
UGA2343305,CUST010041,2025-03-20,Mar-2025,Q1 FY25,Flipkart,Bengaluru,Karnataka,SD009,Basil Seeds,Seeds,Herb Seeds,3,69,10,207,186.0,2.0,Debit Card,Delivered,Standard,Not Claimed,4.0,2024-25,Male,44,Returning,Organic Search,9,App User,15,78.3,Low,Standard,145.64,78.3,62.0,No,2025,3,Mar,1,Low Risk,3,12,Thursday,36-45,1-2 Days,Rated,1
UGA2343306,CUST008629,2024-05-31,May-2024,Q2 FY25,Corporate Gifting,Pune,Maharashtra,FR002,Organic Vermicompost (2kg),Fertilisers,Organic Fert.,1,349,0,349,1499.0,4.0,Credit Card,Returned,Standard,Not Claimed,No Rating,2024-25,Male,42,New,Influencer,5,App User,110,68.5,Not Applicable,Bestseller,1026.82,68.5,1499.0,No,2024,5,May,2,Low Risk,5,22,Friday,36-45,3-4 Days,No Rating,0
UGA2343307,CUST007628,2024-03-01,Mar-2024,Q1 FY24,Amazon,Mumbai,Maharashtra,PL005,Golden Pothos,Live Plants,Indoor Plants,1,199,5,199,189.0,4.0,Credit Card,Returned,Standard,Claimed,No Rating,2023-24,Female,41,Returning,Instagram,8,App User,60,69.8,Very Low,Bestseller,131.92,69.8,189.0,Yes,2024,3,Mar,1,Low Risk,3,9,Friday,36-45,3-4 Days,No Rating,0
UGA2343308,CUST000579,2023-11-27,Nov-2023,Q4 FY24,Flipkart,Delhi,Delhi,PL002,Peace Lily,Live Plants,Indoor Plants,1,299,10,299,497.0,2.0,COD,Delivered,Standard,Not Claimed,5.0,2023-24,Male,35,Returning,Influencer,6,App User,90,69.9,Low,Standard,347.4,69.9,497.0,No,2023,11,Nov,4,Low Risk,11,48,Monday,26-35,1-2 Days,Rated,1
UGA2343309,CUST007554,2024-02-28,Feb-2024,Q1 FY24,Amazon,Bengaluru,Karnataka,SD007,Petunia Seeds,Seeds,Flower Seeds,3,119,25,357,348.0,2.0,UPI,Delivered,Gift,Not Claimed,4.0,2023-24,Female,43,Loyal,Google Ads,9,Non-App User,28,76.5,Medium,Standard,266.22,76.5,116.0,No,2024,2,Feb,1,Low Risk,2,9,Wednesday,36-45,1-2 Days,Rated,1
UGA2343310,CUST009807,2025-03-18,Mar-2025,Q1 FY25,Ugaoo Website,Bengaluru,Karnataka,PL005,Golden Pothos,Live Plants,Indoor Plants,1,199,10,199,179.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Male,41,Returning,Organic Search,10,App User,60,69.8,Very Low,Bestseller,124.94,69.8,179.0,No,2025,3,Mar,1,Low Risk,3,12,Tuesday,36-45,1-2 Days,Rated,1
UGA2343311,CUST006067,2024-02-29,Feb-2024,Q1 FY24,Retail Store,Ahmedabad,Gujarat,PT006,Hanging Basket Planter,Pots & Planters,Hanging Planters,2,499,10,998,1167.0,4.0,UPI,Delivered,Gift,Not Claimed,5.0,2023-24,Female,28,New,Organic Search,9,App User,165,66.9,Not Applicable,Standard,780.72,66.9,583.5,No,2024,2,Feb,1,Low Risk,2,9,Thursday,26-35,3-4 Days,Rated,1
UGA2343312,CUST008380,2023-11-20,Nov-2023,Q4 FY24,Flipkart,Mumbai,Maharashtra,SD007,Petunia Seeds,Seeds,Flower Seeds,3,119,5,357,339.0,3.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Male,40,Returning,Influencer,6,App User,28,76.5,Medium,Standard,259.33,76.5,113.0,No,2023,11,Nov,4,Low Risk,11,47,Monday,36-45,3-4 Days,Rated,1
UGA2343313,CUST010740,2024-07-01,Jul-2024,Q3 FY25,Amazon,Pune,Maharashtra,PT005,Self-Watering Pot 7in,Pots & Planters,Self-Watering,1,749,15,749,637.0,4.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,42,Loyal,Instagram,9,Non-App User,240,68.0,Not Applicable,Standard,433.16,68.0,637.0,No,2024,7,Jul,3,Low Risk,7,27,Monday,36-45,3-4 Days,Rated,1
UGA2343314,CUST001798,2024-04-24,Apr-2024,Q2 FY25,Zepto,Mumbai,Maharashtra,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Wall Planters,2,1074,10,2398,999.0,0.5,Credit Card,Delivered,Gift,Not Claimed,3.0,2024-25,Male,38,Loyal,Instagram,7,App User,390,67.5,Not Applicable,Standard,674.32,67.5,499.5,No,2024,4,Apr,2,Low Risk,4,17,Wednesday,36-45,1-2 Days,Rated,1
UGA2343315,CUST003411,2024-05-05,May-2024,Q2 FY25,Amazon,Indore,Madhya Pradesh,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Chemical Fert.,1,299,10,299,269.0,2.0,UPI,Delivered,Gift,Not Claimed,5.0,2024-25,Female,41,New,Google Ads,9,App User,95,68.2,Not Applicable,Standard,183.46,68.2,269.0,No,2024,5,May,2,Low Risk,5,18,Sunday,36-45,1-2 Days,Rated,1
UGA2343316,CUST005429,2023-07-30,Jul-2023,Q3 FY24,Amazon,Ahmedabad,Gujarat,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Chemical Fert.,1,299,0,299,299.0,3.0,UPI,Delivered,Gift,Not Claimed,4.0,2023-24,Female,31,Returning,Organic Search,9,App User,95,68.2,Not Applicable,Standard,203.92,68.2,299.0,No,2023,7,Jul,3,Low Risk,7,30,Sunday,26-35,3-4 Days,Rated,1
UGA2343317,CUST009370,2024-04-21,Apr-2024,Q2 FY25,Corporate Gifting,Bengaluru,Karnataka,PL006,ZZ Plant,Live Plants,Indoor Plants,1,499,15,499,1499.0,4.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,33,Returning,Word of Mouth,7,App User,160,67.9,Very Low,Standard,1017.82,67.9,1499.0,No,2024,4,Apr,2,Low Risk,4,16,Sunday,26-35,3-4 Days,Rated,1
UGA2343318,CUST005665,2024-09-27,Sep-2024,Q3 FY25,Retail Store,Hyderabad,Telangana,PL006,ZZ Plant,Live Plants,Indoor Plants,1,499,5,499,474.0,1.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,35,New,Word of Mouth,8,App User,160,67.9,Very Low,Standard,321.85,67.9,474.0,No,2024,9,Sep,3,Low Risk,9,39,Friday,26-35,1-2 Days,Rated,1
UGA2343319,CUST008221,2024-01-10,Jan-2024,Q1 FY24,Ugaoo Website,Mumbai,Maharashtra,PL003,Snake Plant (Sansevieria),Live Plants,Indoor Plants,1,349,0,349,523.0,3.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,49,Returning,Instagram,6,App User,100,71.3,Very Low,Bestseller,372.9,71.3,523.0,No,2024,1,Jan,1,Low Risk,1,2,Wednesday,46-60,3-4 Days,Rated,1
UGA2343320,CUST000117,2025-01-14,Jan-2025,Q1 FY25,Retail Store,Delhi,Delhi,FR003,Seaweed Liquid Fertiliser,Fertilisers,Liquid Fert.,1,249,0,249,249.0,4.5,COD,Delivered,Gift,Not Claimed,4.0,2024-25,Male,36,Returning,Word of Mouth,9,Non-App User,80,67.9,Not Applicable,Standard,169.07,67.9,249.0,No,2025,1,Jan,1,Low Risk,1,3,Tuesday,36-45,5+ Days,Rated,1
UGA2343321,CUST008060,2024-10-12,Oct-2024,Q4 FY25,Meesho,Pune,Maharashtra,TL002,Watering Can 2L,Tools,Watering,1,299,0,299,299.0,3.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Female,32,Returning,Word of Mouth,10,Non-App User,95,68.2,Not Applicable,Standard,203.92,68.2,299.0,No,2024,10,Oct,4,Low Risk,10,41,Saturday,26-35,3-4 Days,Rated,1
UGA2343322,CUST010900,2023-10-07,Oct-2023,Q4 FY24,Amazon,Nashik,Maharashtra,PL001,Monstera Deliciosa,Live Plants,Indoor Plants,3,449,10,1347,1212.0,1.0,UPI,Cancelled,Standard,Not Claimed,No Rating,2023-24,Female,21,Returning,Instagram,8,Non-App User,140,68.8,Low,Bestseller,833.86,68.8,404.0,No,2023,10,Oct,4,Low Risk,10,40,Saturday,18-25,1-2 Days,No Rating,0
UGA2343323,CUST011501,2023-08-22,Aug-2023,Q3 FY24,Retail Store,Ahmedabad,Gujarat,SD009,Basil Seeds,Seeds,Herb Seeds,2,69,0,138,138.0,3.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Male,31,New,Organic Search,6,Non-App User,15,78.3,Low,Standard,108.05,78.3,69.0,No,2023,8,Aug,3,Low Risk,8,34,Tuesday,26-35,3-4 Days,Rated,1
UGA2343324,CUST000940,2023-09-04,Sep-2023,Q3 FY24,Retail Store,Chennai,Tamil Nadu,GF004,Corporate Desk Plant Set,Gifting,Corporate,1,1074,5,1349,1282.0,3.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,32,Returning,Instagram,10,App User,540,60.0,Not Applicable,Standard,769.2,60.0,1282.0,No,2023,9,Sep,3,Low Risk,9,36,Monday,26-35,3-4 Days,Rated,1
UGA2343325,CUST010566,2024-11-16,Nov-2024,Q4 FY25,Amazon,Chennai,Tamil Nadu,TL004,Pebbles Decorative 500g,Tools,Décor,2,179,10,358,322.0,4.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Male,30,Loyal,Amazon,7,App User,55,69.3,Not Applicable,Standard,223.15,69.3,161.0,No,2024,11,Nov,4,Low Risk,11,46,Saturday,26-35,3-4 Days,Rated,1
UGA2343326,CUST009733,2024-10-19,Oct-2024,Q4 FY25,Zepto,Bengaluru,Karnataka,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Grow Bags,1,269,10,269,242.0,0.5,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,42,Returning,Instagram,7,Non-App User,80,70.3,Not Applicable,Standard,170.13,70.3,242.0,No,2024,10,Oct,4,Low Risk,10,42,Saturday,36-45,1-2 Days,Rated,1
UGA2343327,CUST010477,2023-04-13,Apr-2023,Q2 FY24,Retail Store,Mumbai,Maharashtra,FR003,Seaweed Liquid Fertiliser,Fertilisers,Liquid Fert.,2,249,20,498,398.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,39,New,Instagram,5,App User,80,67.9,Not Applicable,Standard,270.24,67.9,199.0,No,2023,4,Apr,2,Low Risk,4,15,Thursday,36-45,1-2 Days,Rated,1
UGA2343328,CUST008752,2024-07-20,Jul-2024,Q3 FY25,Blinkit,Delhi,Delhi,PL010,Aglaonema Red,Live Plants,Indoor Plants,1,649,15,649,552.0,0.5,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Male,32,Loyal,Amazon,8,Non-App User,210,67.6,Low,Standard,373.15,67.6,552.0,No,2024,7,Jul,3,Low Risk,7,29,Saturday,26-35,1-2 Days,Rated,1
UGA2343329,CUST009353,2024-11-01,Nov-2024,Q4 FY25,Zepto,Bengaluru,Karnataka,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Chemical Fert.,1,299,15,299,469.0,0.5,COD,Delivered,Standard,Not Claimed,3.0,2024-25,Male,42,New,Google Ads,7,App User,95,68.2,Not Applicable,Standard,319.86,68.2,469.0,No,2024,11,Nov,4,Low Risk,11,44,Friday,36-45,1-2 Days,Rated,1
UGA2343330,CUST011772,2024-03-17,Mar-2024,Q1 FY24,Amazon,Bhopal,Madhya Pradesh,TL002,Watering Can 2L,Tools,Watering,1,299,5,299,284.0,2.0,UPI,Returned,Standard,Claimed,No Rating,2023-24,Female,23,Loyal,Organic Search,9,App User,95,68.2,Not Applicable,Standard,193.69,68.2,284.0,Yes,2024,3,Mar,1,Low Risk,3,11,Sunday,18-25,1-2 Days,No Rating,0
UGA2343331,CUST007336,2024-03-26,Mar-2024,Q1 FY24,Flipkart,Delhi,Delhi,SD001,Cherry Tomato Seeds,Seeds,Vegetable Seeds,1,89,0,89,89.0,4.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Male,28,Returning,Organic Search,7,App User,18,79.8,Low,Bestseller,71.02,79.8,89.0,No,2024,3,Mar,1,Low Risk,3,13,Tuesday,26-35,3-4 Days,Rated,1
UGA2343332,CUST003465,2023-07-27,Jul-2023,Q3 FY24,Zepto,Pune,Maharashtra,PL009,Rubber Plant,Live Plants,Indoor Plants,1,549,5,549,522.0,0.5,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,27,Loyal,Word of Mouth,7,Non-App User,180,67.2,Low,Standard,350.78,67.2,522.0,No,2023,7,Jul,3,Low Risk,7,30,Thursday,26-35,1-2 Days,Rated,1
UGA2343333,CUST005348,2025-01-30,Jan-2025,Q1 FY25,Amazon,Delhi,Delhi,PL019,Areca Palm,Live Plants,Air Purifiers,4,749,0,2996,2364.5,3.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Female,38,New,Word of Mouth,7,App User,250,66.6,Low,Standard,1569.46,66.6,749.0,No,2025,1,Jan,1,Low Risk,1,5,Thursday,36-45,3-4 Days,Rated,1
UGA2343334,CUST006040,2023-10-12,Oct-2023,Q4 FY24,Flipkart,Bengaluru,Karnataka,PL002,Peace Lily,Live Plants,Indoor Plants,3,299,15,897,1181.0,4.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,32,New,Amazon,6,App User,90,69.9,Low,Standard,825.52,69.9,393.67,No,2023,10,Oct,4,Low Risk,10,41,Thursday,26-35,3-4 Days,Rated,1
UGA2343335,CUST005190,2025-02-16,Feb-2025,Q1 FY25,Corporate Gifting,Chennai,Tamil Nadu,PL014,Ixora,Live Plants,Outdoor Plants,2,269,0,538,1499.0,3.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Male,31,Returning,Instagram,7,App User,85,68.4,Medium,Standard,1025.32,68.4,749.5,No,2025,2,Feb,1,Low Risk,2,7,Sunday,26-35,3-4 Days,Rated,1
UGA2343336,CUST004735,2023-10-29,Oct-2023,Q4 FY24,Amazon,Bengaluru,Karnataka,GF004,Corporate Desk Plant Set,Gifting,Corporate,2,1074,15,2698,2293.0,4.5,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,22,Loyal,Instagram,10,App User,540,60.0,Not Applicable,Standard,1375.8,60.0,1146.5,No,2023,10,Oct,4,Low Risk,10,43,Sunday,18-25,5+ Days,Rated,1
UGA2343337,CUST011969,2023-04-14,Apr-2023,Q2 FY24,Retail Store,Bengaluru,Karnataka,PL013,Bougainvillea,Live Plants,Outdoor Plants,2,349,0,698,698.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,37,New,Organic Search,10,Non-App User,115,67.0,Low,Standard,467.66,67.0,349.0,No,2023,4,Apr,2,Low Risk,4,15,Friday,36-45,1-2 Days,Rated,1
UGA2343338,CUST007569,2023-06-01,Jun-2023,Q2 FY24,Zepto,Hyderabad,Telangana,PT006,Hanging Basket Planter,Pots & Planters,Hanging Planters,1,499,0,499,499.0,0.5,UPI,Returned,Standard,Not Claimed,No Rating,2023-24,Female,51,Returning,Influencer,8,Non-App User,165,66.9,Not Applicable,Standard,333.83,66.9,499.0,No,2023,6,Jun,2,Low Risk,6,22,Thursday,46-60,1-2 Days,No Rating,0
UGA2343339,CUST009541,2024-02-08,Feb-2024,Q1 FY24,Amazon,Pune,Maharashtra,SD008,Methi Seeds (100g),Seeds,Herb Seeds,2,49,25,98,96.0,4.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Male,24,New,Google Ads,5,Non-App User,10,79.6,Low,Standard,76.42,79.6,48.0,No,2024,2,Feb,1,Low Risk,2,6,Thursday,18-25,3-4 Days,Rated,1
